id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,document
00062,agree,noted,or/clackamas/_unincorporated,VR57,setback_front_max_ft,18,18,feet,inferred,True,20.5 ft to the garage door/carport motor vehicle entry for a dwelling with a non-recessed garage/carport,Maximum Front Setback | 18 feet for a dwelling with a recessed garage/carport or no garage/carport; 20½ feet to the garage door/carport motor vehicle entry for a dwelling with a non-recessed,"First of three values under the VR-5/7 header; 18 ft applies to a dwelling with a recessed or no garage/carport and 20½ ft caps the garage door of a non-recessed garage; footnotes [9,10,11,12,13,18,19,20] are not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1328-L1331,or/clackamas/_unincorporated/zdo.315.txt
00063,agree,noted,or/clackamas/_unincorporated,VR57,setback_garage_entrance_ft,19.5,19.5,feet,inferred,True,10 ft (the front setback where the garage/carport is recessed or absent),"Minimum Front Setback | 19½ feet to the garage door/carport motor vehicle entry for a dwelling with a non-recessed garage/carport[9,10,11,12,13,14]",Stated inside the VR-5/7 Minimum Front Setback cell and only for a non-recessed garage/carport; the Maximum Front Setback row also caps the same garage door at 20½ ft; footnotes are not shown.,or/clackamas/_unincorporated/zdo.315.txt#L1324-L1327,or/clackamas/_unincorporated/zdo.315.txt
00064,agree,unclear+noted,or/clackamas/_unincorporated,VR57,setback_side_ft,5,5,feet,unclear,True,0 ft on one side,"Minimum Side Setback | 0 on one side; 5 feet on all other sides[9,12,21]","The VR-5/7 cell (first of three) prints a split standard, 0 on one side and 5 feet on all other sides, so no single figure captures it and the passage does not say which side may be zero; footnotes [9,12,21] are not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1335-L1338,or/clackamas/_unincorporated/zdo.315.txt
00065,agree,noted,or/clackamas/_unincorporated,VR57,setback_rear_ft,15,15,feet,inferred,True,,"Minimum Rear Setback | 15 feet[9,12,13,21] | 15 feet[21]","Only two values are printed under a three-district header so the VR-5/7 cell cannot be assigned positionally, but both cells read 15 feet; the footnote sets differ ([9,12,13,21] vs [21]) and are not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1332-L1334,or/clackamas/_unincorporated/zdo.315.txt
00066,agree,noted,or/clackamas/_unincorporated,VR57,max_coverage_pct,50,50,percent,inferred,True,,Maximum Lot Coverage | 50 percent[8] | 50 percent[8],"Only two values are printed for a three-district table and this section's header row is not in the passage, so column assignment is uncertain, but both cells read 50 percent; footnote [8] is not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1297-L1299,or/clackamas/_unincorporated/zdo.315.txt
00067,agree,noted,or/clackamas/_unincorporated,VR45,min_lot_sqft,7000,7000,square feet,inferred,unknown,"no minimum (the VR-4/5 exception at L5, but it is written into the triplex clause, not the quadplex clause) | 5,000 sq ft (triplex clause)","Minimum Lot Size: The subject lot shall be a minimum of: ... 2 7,000 square feet for a quadplex or a cottage cluster.","L5 says 'except in the VR-4/5 and VR-5/7 Districts, where there is no minimum' but that exception belongs to the triplex clause; the quadplex clause at L7 carries no district exception, so 7,000 reads as applying to VR-4/5.","or/clackamas/_unincorporated/zdo.845.txt#L3,L7",or/clackamas/_unincorporated/zdo.845.txt
00068,agree,noted,or/clackamas/_unincorporated,VR45,max_height_ft,35,35,feet,clear,True,,Standard | VR-5/7 | VR-4/5 | VTH ... Maximum Building Height | 35 feet[9] | 35 feet[9] | 35 feet[9],Footnote [9] is not shown.,or/clackamas/_unincorporated/zdo.315.txt#L1320-L1323,or/clackamas/_unincorporated/zdo.315.txt
00069,agree,noted,or/clackamas/_unincorporated,VR45,setback_front_ft,10,10,feet,inferred,True,,"Minimum Front Setback | ... | 10 feet[12,13,14]","Second of three values under the VR-4/5 header; a plain 10 feet with no garage clause; footnotes [12,13,14] are not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1324-L1327,or/clackamas/_unincorporated/zdo.315.txt
00070,agree,noted,or/clackamas/_unincorporated,VR45,setback_front_max_ft,18,18,feet,inferred,True,,"Maximum Front Setback | ... | 18 feet[12,13,18,19,20]","Second of three values under the VR-4/5 header; footnotes [12,13,18,19,20] are not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1328-L1331,or/clackamas/_unincorporated/zdo.315.txt
00071,agree,unclear+noted,or/clackamas/_unincorporated,VR45,setback_side_ft,5,5,feet,unclear,True,0 ft on one side,"Minimum Side Setback | ... | 0 on one side; 5 feet on all other sides[9,12,21]","The VR-4/5 cell (second of three) prints a split standard, 0 on one side and 5 feet on all other sides, so no single figure captures it and the passage does not say which side may be zero; footnotes [9,12,21] are not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1335-L1338,or/clackamas/_unincorporated/zdo.315.txt
00072,agree,noted,or/clackamas/_unincorporated,VR45,setback_rear_ft,15,15,feet,inferred,True,,"Minimum Rear Setback | 15 feet[9,12,13,21] | 15 feet[21]","Only two values are printed under a three-district header so the VR-4/5 cell cannot be assigned positionally, but both cells read 15 feet; the footnote sets differ ([9,12,13,21] vs [21]) and are not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1332-L1334,or/clackamas/_unincorporated/zdo.315.txt
00073,agree,noted,or/clackamas/_unincorporated,VR45,max_coverage_pct,50,50,percent,inferred,True,,Maximum Lot Coverage | 50 percent[8] | 50 percent[8],"Only two values are printed for a three-district table and this section's header row is not in the passage, so column assignment is uncertain, but both cells read 50 percent; footnote [8] is not shown.",or/clackamas/_unincorporated/zdo.315.txt#L1297-L1299,or/clackamas/_unincorporated/zdo.315.txt
00074,agree,noted,or/clackamas/gladstone,defaults,parking_min_per_unit,1,1,spaces per unit,inferred,unknown,"none (the next cell in the row reads 'Min: None / Max: None', apparently under ZONE A MAX. ALLOWED)","(b) Duplex, Triplex, Quadplex, Townhouse, Cottage | 1 space per dwelling unit","Table 1 applies only 'Outside of those areas identified in GMC 17.48.010(1)'; row (b) prints one more cell than row (a), and the cell after '1 space per dwelling unit' reads 'Min: None / Max: None', which may mean no minimum inside parking Zone A.","or/clackamas/gladstone/17.48.parking.txt#L141,L156,L158,L171-L173",or/clackamas/gladstone/17.48.parking.txt
00075,agree,noted,or/clackamas/gladstone,defaults,parking_stall_width_ft,9.5,9.5,feet,clear,unknown,8.5 ft compact stall (up to 50 percent of required spaces),STANDARD PARKING DIMENSIONS IN FEET | Parking Angle 90° | Stall Width 9.5' | Stall Depth 18.0' | Aisle Width 24.0',L446 limits the section to 'structures and developments subject to design review'; a compact table prints 8.5 ft and L470 lets compact stalls be up to 50 percent of required spaces.,"or/clackamas/gladstone/17.48.parking.txt#L444,L446,L468,L484-L485,L488",or/clackamas/gladstone/17.48.parking.txt
00076,agree,noted,or/clackamas/gladstone,defaults,parking_stall_depth_ft,18,18,feet,clear,unknown,16.0 ft compact stall depth,STANDARD PARKING DIMENSIONS IN FEET | Parking Angle 90° | Stall Width 9.5' | Stall Depth 18.0' | Aisle Width 24.0',L446 limits the section to developments subject to design review; no bumper-overhang allowance is printed; the compact table prints 16.0 ft.,"or/clackamas/gladstone/17.48.parking.txt#L444,L446,L468,L484-L485,L488",or/clackamas/gladstone/17.48.parking.txt
00077,agree,noted,or/clackamas/gladstone,defaults,parking_aisle_one_way_ft,24,24,feet,inferred,unknown,14.0 ft at 45° | 16.0 ft at 60°,STANDARD PARKING DIMENSIONS IN FEET | Parking Angle 90° | Stall Width 9.5' | Stall Depth 18.0' | Aisle Width 24.0',"The table prints a single Aisle Width column with no one-way/two-way distinction, so 24.0' at 90° is the only aisle figure and is not specifically a one-way figure; L446 limits the section to developments subject to design review.","or/clackamas/gladstone/17.48.parking.txt#L444,L446,L468,L484-L485,L488",or/clackamas/gladstone/17.48.parking.txt
00078,agree,noted,or/clackamas/gladstone,defaults,parking_aisle_two_way_ft,24,24,feet,inferred,unknown,14.0 ft at 45° | 16.0 ft at 60°,STANDARD PARKING DIMENSIONS IN FEET | Parking Angle 90° | Stall Width 9.5' | Stall Depth 18.0' | Aisle Width 24.0',"The table prints a single Aisle Width column with no one-way/two-way distinction, so 24.0' at 90° is the only aisle figure and is not specifically a two-way figure; L446 limits the section to developments subject to design review.","or/clackamas/gladstone/17.48.parking.txt#L444,L446,L468,L484-L485,L488",or/clackamas/gladstone/17.48.parking.txt
00079,agree,noted,or/clackamas/gladstone,defaults,parking_street_setback_ft,5,5,feet,inferred,unknown,,(e) Parking spaces along the outer boundaries of a parking lot shall be contained by a curb at least four inches high and set back a minimum of five feet from the property line.,"L466 says 'from the property line' for parking spaces along the outer boundaries of a parking lot and names no street lot line, so it is a general perimeter setback rather than a street-specific one; L446 limits the section to developments subject to design review.","or/clackamas/gladstone/17.48.parking.txt#L444,L446,L456,L466",or/clackamas/gladstone/17.48.parking.txt
00080,agree,noted,or/clackamas/gladstone,R7.2,max_units,4,4,dwelling units per lot,clear,True,Middle housing maximum density: None,"This code does not allow for the creation of more than four dwelling units on a lot, including accessory dwelling units. Cottage clusters and townhomes are exempt.","The four-unit cap sits under the Detached single-household density row and expressly exempts cottage clusters and townhomes, so an attached-townhome project may fall outside it; the Middle housing row reads 'None'.","or/clackamas/gladstone/17.10.r-7.2.txt#L209,L212",or/clackamas/gladstone/17.10.r-7.2.txt
00081,agree,,or/clackamas/gladstone,R7.2,setback_front_ft,20,20,feet,clear,True,,Front setback / 20 ft,,or/clackamas/gladstone/17.10.r-7.2.txt#L169,or/clackamas/gladstone/17.10.r-7.2.txt
00082,agree,noted,or/clackamas/gladstone,R7.2,setback_side_ft,7.5,7.5,feet,clear,True,5 ft due to irregular shaped lots | 0 ft for townhouse lot lines where units are attached,Side setback / 7.5 ft or 5 ft due to irregular shaped lots,Qualifier on the same line: 5 ft is allowed for irregular shaped lots.,or/clackamas/gladstone/17.10.r-7.2.txt#L175-L176,or/clackamas/gladstone/17.10.r-7.2.txt
00083,agree,,or/clackamas/gladstone,R7.2,setback_side_ft [attached_wall+unit_lots],0,0,feet,clear,True,7.5 ft base side setback | 5 ft due to irregular shaped lots,Townhouse projects are allowed a zero-foot side setback for lot lines where townhouse units are attached.,,or/clackamas/gladstone/17.10.r-7.2.txt#L179,or/clackamas/gladstone/17.10.r-7.2.txt
00084,agree,,or/clackamas/gladstone,R7.2,setback_rear_ft,15,15,feet,clear,True,,Rear setback / 15 ft,,or/clackamas/gladstone/17.10.r-7.2.txt#L197,or/clackamas/gladstone/17.10.r-7.2.txt
00085,agree,,or/clackamas/gladstone,R7.2,setback_street_side_ft,20,20,feet,clear,True,,Street side setback / 20 ft,,or/clackamas/gladstone/17.10.r-7.2.txt#L183,or/clackamas/gladstone/17.10.r-7.2.txt
00086,agree,noted,or/clackamas/gladstone,R7.2,min_lot_sqft,3600,3600,square feet,clear,True,"7,200 sf Detached single household | 3,600 sf per dwelling unit Multi-household dwellings","Middle housing / 3,600 sf","Row used is Middle housing (a flat 3,600 sf, not per unit); the Multi-household row is 3,600 sf per dwelling unit.",or/clackamas/gladstone/17.10.r-7.2.txt#L161,or/clackamas/gladstone/17.10.r-7.2.txt
00087,agree,,or/clackamas/gladstone,R7.2,max_height_ft,35,35,feet,clear,True,,Maximum Building Height / 35 ft,,or/clackamas/gladstone/17.10.r-7.2.txt#L204,or/clackamas/gladstone/17.10.r-7.2.txt
00088,unread,unclear+noted,or/clackamas/gladstone,R7.2,setback_garage_entrance_ft,20,,,unclear,True,,(d) Garage doors for attached and detached individual garages must not exceed 20 feet in width.,"The cited line is a MAXIMUM garage-door WIDTH inside the cottage cluster design standards (17.10.065), not a minimum setback to a garage entrance; no garage setback figure appears in the passage.",or/clackamas/gladstone/17.10.r-7.2.txt#L381,or/clackamas/gladstone/17.10.r-7.2.txt
00089,agree,noted,or/clackamas/gladstone,R5,setback_front_ft,20,20,feet,clear,True,10 ft within Gladstone Town Center,Front setback / 20 ft,The next line reduces it to 10 ft within Gladstone Town Center.,or/clackamas/gladstone/17.12.r-5.txt#L182,or/clackamas/gladstone/17.12.r-5.txt
00090,agree,,or/clackamas/gladstone,R5,setback_side_ft,5,5,feet,clear,True,0 ft for townhouse lot lines where units are attached,Side setback / 5 ft,,or/clackamas/gladstone/17.12.r-5.txt#L189-L190,or/clackamas/gladstone/17.12.r-5.txt
00091,agree,,or/clackamas/gladstone,R5,setback_side_ft [attached_wall+unit_lots],0,0,feet,clear,True,5 ft base side setback,Townhouse projects are allowed a zero-foot side setback for lot lines where townhouse units are attached.,,or/clackamas/gladstone/17.12.r-5.txt#L193,or/clackamas/gladstone/17.12.r-5.txt
00092,agree,,or/clackamas/gladstone,R5,setback_rear_ft,15,15,feet,clear,True,,Rear setback / 15 ft,,or/clackamas/gladstone/17.12.r-5.txt#L205,or/clackamas/gladstone/17.12.r-5.txt
00093,agree,noted,or/clackamas/gladstone,R5,setback_street_side_ft,20,20,feet,clear,True,10 ft within Gladstone Town Center,Street side setback / 20 ft,The next line reduces it to 10 ft within Gladstone Town Center.,or/clackamas/gladstone/17.12.r-5.txt#L197,or/clackamas/gladstone/17.12.r-5.txt
00094,agree,noted,or/clackamas/gladstone,R5,min_lot_sqft,7000,7000,square feet,clear,True,"5,000 sf Townhouse project (average 1,500 sf per townhouse dwelling) | 5,000 sf Duplex and triplex","Quadplex / 7,000 sf","Row used is Quadplex; a Townhouse project row two lines down asks only 5,000 sf, so which governs depends on whether the four attached units are filed as a quadplex or a townhouse project.",or/clackamas/gladstone/17.12.r-5.txt#L167-L168,or/clackamas/gladstone/17.12.r-5.txt
