layer,ref,mentions,binding,sources,sample,ruling
or,4.316,1,0,1.020.definitions.txt,"designated in Sections 4.316, Width of Vegetation Corridor, and 4.317, Method for Determining",
or,4.443,1,0,4.planning.txt,Board. Section 4.443. Preliminary Consideration.,
or,4.600.00,1,0,4.planning.txt,"ments of Section 4.600.00, et seq. (Tree Preservation and Protection).",
or,400,1,0,zdo.202.definitions.txt,"ZONING DISTRICT, NATURAL RESOURCE: A zoning district regulated by Section 400, Natural Resource Districts.",
or,401.08,1,0,zdo.1012.txt,"Comprehensive Plan Boundary: If through a Type IV Comprehensive Plan map amendment, a lot of record is divided by a Comprehensive Plan land use plan designation",
or,402.146.3,1,0,17.zoning.txt,402.146.3 Oregon City Supp . No. 40,
or,402.16.1,1,0,17.zoning.txt,402.16.1 Oregon City Supp. No. 44,
or,402.16.10.3,1,0,17.zoning.txt,402.16.10.3 Oregon City Supp. No. 46,
or,402.16.12,1,0,17.zoning.txt,Oregon City Supp. No . 42 402.16.12,
or,402.16.13,1,0,17.zoning.txt,402.16.13 Oregon City Supp . No . 42,
or,402.16.15,1,0,17.zoning.txt,402.16.15 Oregon City Supp. No. 42,
or,402.16.17,1,0,17.zoning.txt,402.16.17 Oregon Ci ty Supp. No. 42,
or,402.16.20,1,0,17.zoning.txt,Oregon City Supp. No. 41 402.16.20,
or,402.16.20.1,1,0,17.zoning.txt,402.16.20.1 Oregon City Supp. No. 41,
or,402.16.23,1,0,17.zoning.txt,402.16.23 Oregon City Supp. No. 40,
or,402.16.24,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.24,
or,402.16.25,1,0,17.zoning.txt,402.16.25 Oregon City Supp. No. 40,
or,402.16.26,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.26,
or,402.16.28,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.28,
or,402.16.29,1,0,17.zoning.txt,402.16.29 Oregon City Supp. No. 40,
or,402.16.3,1,0,17.zoning.txt,402.16.3 Oregon City Supp. No. 44,
or,402.16.30,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.30,
or,402.16.31,1,0,17.zoning.txt,402.16.31 Oregon City Supp. No. 40,
or,402.16.34,1,0,17.zoning.txt,Oregon City Supp. No . 40 402.16.34,
or,402.16.36,1,0,17.zoning.txt,Oregon City Supp . No. 40 402.16.36,
or,402.16.37,1,0,17.zoning.txt,402.16.37 Oregon City Supp. No. 40,
or,402.16.38,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.38,
or,402.16.4,1,0,17.zoning.txt,Oregon City Supp. No. 44 402.16.4,
or,402.16.40,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.40,
or,402.16.41,1,0,17.zoning.txt,402.16.41 Orego n City Supp. No. 40,
or,402.16.43,1,0,17.zoning.txt,402.16.43 Oregon City Supp . No. 40,
or,402.16.44,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.44,
or,402.16.5,1,0,17.zoning.txt,402.16.5 Oregon City Supp. No. 44,
or,402.16.7,1,0,17.zoning.txt,402.16.7 Oregon City Supp. No. 44,
or,402.182.2,1,0,17.zoning.txt,Oregon City Supp . No. 41 402.182.2,
or,402.186.1,1,0,17.zoning.txt,402.186.1 Oregon City Supp. No. 44,
or,402.186.2,1,0,17.zoning.txt,Oregon City Supp. No . 44 402.186.2,
or,402.196.1,1,0,17.zoning.txt,402.196.1 Oregon City Supp . No. 44,
or,402.20.1,1,0,17.zoning.txt,402.20.1 Oregon City Supp . No. 49,
or,402.202.1,1,0,17.zoning.txt,402.202.1 Oregon City Supp. No. 39,
or,402.42.4,1,0,17.zoning.txt,Oregon City Supp. No. 43 402.42.4,
or,402.42.6,1,0,17.zoning.txt,Oregon City Supp. No. 43 402.42.6,
or,402.48.1,1,0,17.zoning.txt,402.48.1 Oregon City Supp. No. 49,
or,402.48.2,1,0,17.zoning.txt,Oregon City Supp. No. 49 402.48.2,
or,402.8.1,1,0,17.zoning.txt,402.8.1 Oregon City Supp. No. 48,
or,404,1,0,17.06.definitions.txt,"(2) Environmentally constrained areas, including open water areas, areas in the FM district, areas in the WQ District, natural resource areas protected under st",
or,416.16.21,1,0,17.zoning.txt,416.16.21 Oreg on City Supp. No . 42,
or,416.16.22,1,0,17.zoning.txt,Oregon City Supp . No. 42 416.16.22,
or,416.16.22.2,1,0,17.zoning.txt,Oregon City Supp. No. 42 416.16.22.2,
or,42.03.135,1,0,50.04.dimensional.txt,"The special street setback (SSS) shall be measured from the SSS reference line (as established pursuant to LOC § 42.03.135), the prescribed special setback dist",
or,45,1,0,50.04.dimensional.txt,"20 min. adj. to R zone; see LOC Article 45, Building Code [10]",
or,455,1,0,zdo.202.definitions.txt,PREFABRICATED STRUCTURE: A building or subassembly that has been in whole or substantial part manufactured or assembled using closed construction at an off-site,
or,475B,1,0,19.200.definitions.txt,means a business that dispenses medical marijuana in accordance with the regulations set forth by ORS Chapter 475B and related Oregon Administrative Rules. Stat,
or,5.0214,1,0,3.0100.definitions.txt,GIS-                                  supported application of the mapping protocols in Section 5.0214         .,
or,5.055,1,0,rldo.composite.txt,Section 5.055.  Second Dwelling Units.,
or,5.060,1,0,rldo.composite.txt,Section 5.060.  Permitted Uses in Flood Hazard District.,
or,5.070,1,0,rldo.composite.txt,Section 5.070.  Future Development.  New development shall be approved only where necessary,
or,5.075,1,0,rldo.composite.txt,Section 5.075.  Minimum Density Standard.  To ensure that property develops at or near the density,
or,5.090,1,0,rldo.composite.txt,Section 5.090.  Building Height Limit.,
or,5.095,1,0,rldo.composite.txt,Section 5.095.  Parking Standards.,
or,5.110,1,0,rldo.composite.txt,Section 5.110.  Houses Moved Into City.,
or,5.120,1,0,rldo.composite.txt,Section 5.120.  Home Occupations in All Zones and Districts,
or,5.130,1,0,rldo.composite.txt,Section 5.130.  Gates or Other Barriers.  Gates or other barriers shall not be used to restrict,
or,5.2-4,1,0,rldo.composite.txt,"May 7, 2001               - Section 9.030 (as well as Section 5.2-4(1)(iii) of Ordinance #52)",
or,5.75,1,0,4.0300.industrial.txt,Gresham Revised Code Article 5.75 Well Field Protection.,
or,50.01.004.5,1,0,50.04.dimensional.txt,"Where a lot zoned R-0, 2, or 3 abuts a lot zoned R-6, 7.5, 10, or 15 or abuts a lot that would be zoned R-7.5, 10 or 15 upon annexation into the City per LOC § ",
or,50.04.002.1,1,0,50.04.dimensional.txt,"State Street                                                                                                                              50 ft., unless reduced",
or,50.04.002.3,1,0,50.04.dimensional.txt,"The City Engineer establishes the centerline from which the special street setback reference line is measured, pursuant to LOC § 50.04.002.3.",
or,50.04.002.5,1,0,50.04.dimensional.txt,"The special street setback (SSS) shall be measured from the SSS reference line (as established pursuant to LOC § 42.03.135), the prescribed special setback dist",
or,50.04.003.6,1,0,50.04.dimensional.txt,"The setbacks set forth in LOC § 50.04.001 may be adjusted or excepted by LOC § 50.05.010.4.b (Sensitive Lands Setback Modifications), LOC § 50.04.003.3 (General",
or,50.04.004.1,1,0,50.04.dimensional.txt,"When created, the lot was subject to LOC §§ 50.04.004.1 and 50.04.004.2, LOC § 50.06.007.1.a through 1.d, and was not subject to the provisions of LOC § 50.06.0",
or,50.04.004.2,1,0,50.04.dimensional.txt,"When created, the lot was subject to LOC §§ 50.04.004.1 and 50.04.004.2, LOC § 50.06.007.1.a through 1.d, and was not subject to the provisions of LOC § 50.06.0",
or,50.05.004,1,0,50.04.dimensional.txt,"[Cross-References: In EC zone, see also Downtown Redevelopment Design District, LOC § 50.05.004; Height Limitation: see also LOC § 50.06.001.5.b.]",
or,50.05.010.4,1,0,50.04.dimensional.txt,"The setbacks set forth in LOC § 50.04.001 may be adjusted or excepted by LOC § 50.05.010.4.b (Sensitive Lands Setback Modifications), LOC § 50.04.003.3 (General",
or,50.06.001.6,1,0,50.04.dimensional.txt,See 50.06.001.6,
or,50.06.004,1,0,50.04.dimensional.txt,"Shade from solar-unfriendly trees is assumed to remain if: the trees are situated in a required setback; or they are part of an existing or proposed park, open ",
or,50.06.006.2,1,0,50.04.dimensional.txt,"Where topographic, natural resources and/or soil constraints exist on site, to the extent that an applicant can demonstrate that compliance with LOC § 50.06.006",
or,50.06.009,1,0,50.04.dimensional.txt,City-designated historic resources are preserved in accordance with LOC § 50.06.009.,
or,50.07.003.7,1,0,50.03.002.use-table.txt,"The City Manager may authorize that a use not specifically named in the permitted, conditional or prohibited uses of a district be included among the allowed us",
or,50.07.004.4,1,0,50.04.dimensional.txt,Up to a 25% reduction in minimum required lot area for each dwelling unit shall be allowed in the R-6 zone to permit the relocation of a designated historic lan,
or,50.07.005,1,0,50.03.002.use-table.txt,"A ""C"" in a cell of a use table indicates that the land use is allowed in that base or overlay zone only upon approval of a conditional use permit as described i",
or,50.07.005.3,1,0,50.03.002.use-table.txt,"A ""C"" in a cell of a use table indicates that the land use is allowed in that base or overlay zone only upon approval of a conditional use permit as described i",
or,50.07.007.4,1,0,50.04.dimensional.txt,"For projects reviewed for approval as planned developments, pursuant to LOC § 50.07.007.4, Planned Development Overlay, there is no required minimum lot area. U",
or,500,1,0,zdo.202.definitions.txt,"ZONING DISTRICT, COMMERCIAL: A zoning district regulated by Section 500, Commercial Districts.",
or,504.5,1,0,39.cfu.txt,in accordance with Section 504.5 of the,
or,504.6,1,0,39.cfu.txt,accordance with Section 504.6 of that,
or,505,1,0,39.cfu.txt,Wildland Interface Code Section 505,
or,55.105,1,0,05.density.txt,"e. Optionally, the applicant may subtract the following (as measured in CDC 55.105(C)(2)(a)):",
or,58.030,1,0,25.willamette-historic.txt,"The Historic Resource Map, shown in Figure 1 below, identifies the Willamette Historic District, as shown on the Zoning Map; the Willamette Falls Drive Commerci",
or,6.0001,1,0,4.0400.corridor.txt,"for the townhouses as required in Section 6.0001, and design review approval                                                                                    ",
or,6.020,1,0,rldo.composite.txt,Section 6.020.  Application for Area Accessory Development.,
or,6.030,1,0,rldo.composite.txt,"Section 6.030.  Action on Application.  Unless referred to a hearings official, the Commission",
or,6.0300,1,0,4.1400.pleasant-valley.txt,(Section 6.0300).,
or,6.0321,1,0,4.0100.residential.txt,requirements in Standards Section 4.0130 or in the Variation to Development Standards of Section 6.0321,
or,6.040,1,0,rldo.composite.txt,Section 6.040.  Notice.  Notice of a Type II or III hearing on an area accessory development shall,
or,6.080,1,0,rldo.composite.txt,Section 6.080.  Division of Land.,
or,6.100,1,0,rldo.composite.txt,"Section 6.100.  Type II Land Division.  Except as provided in Section 6.110, a major partition or",
or,6.120,1,0,rldo.composite.txt,Section 6.120.  Pre-Application Conference.  Prior to submission of a tentative plan for land,
or,6.135,1,0,rldo.composite.txt,Section 6.135.  Public and Private Streets and Driveways.  Public and private streets and driveways,
or,6.140,1,0,rldo.composite.txt,Section 6.140.  Recording and Filing of Future Street and Public Facilities Plans.  Upon final,
or,6.160,1,0,rldo.composite.txt,Section 6.160.  Criteria for Approval.  A tentative land division plan or adopted Future Street and,
or,6.170,1,0,rldo.composite.txt,Section 6.170.  Tentative Plan Expiration Date.  Within six months after the effective date of,
or,6.180,1,0,rldo.composite.txt,Section 6.180.  Staged Subdivision Development.  When an application desires to record,
or,6.190,1,0,rldo.composite.txt,Section 6.190.  Submission and Review of Final Plat or Map.  A final plat or map shall be,
or,6.208,1,0,4.planning.txt,"danger of falling, or presents a hazard as defined in WC 6.208, or is a nuisance as",
or,6.210,1,0,rldo.composite.txt,Section 6.210.  Approval Signatures for Final Partition Map.  Following review and approval of,
or,6.220,1,0,rldo.composite.txt,Section 6.220.  Effective Date for Approval.  Approval for a subdivision shall become final upon,
or,6.223,1,0,rldo.composite.txt,"Section 6.223.  Vacation Criteria.  A proposal to vacate a street, plat, public square or other public",
or,6.224,1,0,rldo.composite.txt,Section 6.224.  Conditions.  The following conditions may be attached to the approval of a,
or,6.226,1,0,rldo.composite.txt,Section 6.226.  Procedure.  Legislative action under this ordinance shall follow Type IV Procedure,
